Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo,Puntaje,municipio,colonia,calle,locacion,GPE,facilidad
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 21, 2024 · 2:22 PM UTC",am lluvia en sannicolas las calles están despejadas pero la lluvia sigue,15,2,1,0,https://twitter.com/SoyDeSanNicolas/status/1804158002728960184#m,,,,lluvia,-0.6804532781243324,sannicolás,[],[],[],[],[]
@daniel_carrillo,Daniel Carrillo Mtz,"Jun 21, 2024 · 1:46 AM UTC",arrecia nuevamente la lluvia en sannicolas arroyos debajo del de capacidad todas alas avenidas abiertas maneje con precaución pm gobsannicolas emergencias alerta,81,23,5,0,https://twitter.com/daniel_carrillo/status/1803967703901782403#m,,,,lluvia,-1.0089769586920738,sannicolás,[],[],[],[],[]
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 21, 2024 · 2:16 AM UTC",sin tregua otra vez la lluvia en sannicolas son remanentes pero con mucha intensidad,17,4,0,0,https://twitter.com/SoyDeSanNicolas/status/1803975362411409507#m,,,,lluvia,-0.6000324189662933,sannicolás,[],[],[],[],[]
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 11:59 PM UTC",regresa la lluvia en sannicolas se espera que dure el resto de la tarde,21,1,0,0,https://twitter.com/SoyDeSanNicolas/status/1803940792983036017#m,,,,lluvia,-0.6151586025953293,sannicolás,[],[],[],[],[]
@GobSanNicolas,Gobierno de San Nicolás,"Jun 20, 2024 · 7:24 PM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación baja juan pablo ii cristina larralde y san nicolás inundación media av manuel l barragán desde sendero hasta fidel vzz inundación media,10,9,1,0,https://twitter.com/GobSanNicolas/status/1803871532743082285#m,,,,inundación,-1.2096611000597477,sannicolás,[],['av manuel l'],[],[],[]
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 7:24 PM UTC",pm regresa la lluvia con mas intensidad a sannicolas aumentan los niveles de la banqueta en la zona las puentes,17,1,1,0,https://twitter.com/SoyDeSanNicolas/status/1803871551567097954#m,,,,lluvia,-0.8429434709250927,sannicolás,[],[],[],[],[]
@GobSanNicolas,Gobierno de San Nicolás,"Jun 20, 2024 · 5:26 PM UTC",san nicolás actualización tormenta tropical alberto hora jueves de junio,25,9,7,0,https://twitter.com/GobSanNicolas/status/1803841859430621490#m,['https://pbs.twimg.com/media/GQiIm_1W0AA1JCL.jpg'],,,inundación,-0.4259611517190933,sannicolás,[],[],[],[],[]
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 3:45 PM UTC",no hay cierres a las am en sannicolas circulen con precaucion porque regreso la lluvia,5,1,0,0,https://twitter.com/SoyDeSanNicolas/status/1803816416258220162#m,,,,lluvia,-0.7643822208046913,sannicolás,[],[],[],[],[]
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 3:40 PM UTC",am regresa la lluvia a sannicolas,6,1,0,0,https://twitter.com/SoyDeSanNicolas/status/1803815262413533184#m,,,,lluvia,-0.6618774086236954,sannicolás,[],[],[],[],[]
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 12:52 PM UTC",am tormenta alberto en sannicolas regresa la lluvia con mayor intensidad en el municipio siguen los encharcamientos en las principales avenidas,6,0,0,0,https://twitter.com/SoyDeSanNicolas/status/1803772943496777796#m,,,,lluvia,-0.3417255282402038,sannicolás,[],[],[],[],[]
@daniel_carrillo,Daniel Carrillo Mtz,"Jun 20, 2024 · 12:40 PM UTC",precaución seguirá lluvias en san nicolás toma tu tiempo para tus actividades y prevención al manejar todas las avenidas sannicolás abiertas algunos carriles de baja velocidad presentan encharcamiento buen jueves cicmty cindycavazosmx marcosgarciardz lilyolivaresc,105,25,7,1,https://twitter.com/daniel_carrillo/status/1803769840437530970#m,,,,lluvia,0.6518528461456299,sannicolás,[],[],[],[],[]
@daniel_carrillo,Daniel Carrillo Mtz,"Jun 20, 2024 · 12:40 PM UTC",precaución seguirá lluvias en san nicolás toma tu tiempo para tus actividades y prevención al manejar todas las avenidas sannicolás abiertas algunos carriles de baja velocidad presentan encharcamiento buen jueves cicmty cindycavazosmx marcosgarciardz lilyolivaresc,105,25,7,1,https://twitter.com/daniel_carrillo/status/1803769840437530970#m,,,,lluvia,0.6518528461456299,sannicolás,[],[],[],[],[]
@IdentidadNL,Identidad Nuevo León,"May 6, 2024 · 1:39 AM UTC",incendio se quema la plaza tiktok en monterrey el comercio ubicado en las calles juan ignacio ramón y garibaldio sufrio un siniestro similar el de diciembre de riesgo bomberosnl pcnuevoleon pcmty,4,3,1,0,https://twitter.com/IdentidadNL/status/1787296131984024026#m,,['https://video.twimg.com/ext_tw_video/1787296046705467392/pu/pl/lq8xwXNpZV6OnFK3.m3u8?tag=12'],,eléctrico,-1.866583144292236,monterrey,[],[],[],[],['plaza tiktok']
@Noticias28nl,Noticias 28 NL,"May 3, 2024 · 4:21 PM UTC",bomberos nuevo león rescató a un gatito de un incendio en una vivienda ubicada en la colonia nueva morelos en monterrey en las fotos se observa a un bombero sosteniendo al felino de color blanco con negro de aproximadamente unas semanas de nacido poniéndolo a salvo,1,1,1,0,https://twitter.com/Noticias28nl/status/1786431009560330407#m,"['https://pbs.twimg.com/media/GMqth9-W8AcA5oz.jpg', 'https://pbs.twimg.com/media/GMqtiFjW8AAVpoH.jpg', 'https://pbs.twimg.com/media/GMqtiMPWQAAk-VP.jpg']",,,eléctrico,-1.3427485339343548,monterrey,['colonia nueva morelos'],[],[],['nuevo león'],[]
@saz2000,Alejandro Zuñiga/Bomberos NL,"May 6, 2024 · 1:20 AM UTC",buenas tardes bomberos nl estaciones y central en coordinación con las direcciones de protección civil del edo y mty atendemos reporte de incendio en locales de colegio civil y juan ignacio ramón zona centro de monterrey info en proceso,38,14,0,0,https://twitter.com/saz2000/status/1787291323869106364#m,,['https://video.twimg.com/ext_tw_video/1787291297923190784/pu/pl/90hXXiqXgKJGqGsg.m3u8?tag=12'],,eléctrico,0.7979406714439392,monterrey,[],[],[],['nl'],[]
@BomberosNL,Bomberos de Nuevo León,"Apr 29, 2024 · 3:19 PM UTC",hoy por la mañana estación y central respondieron a un incendio en el mercado campesino su rápida acción y coordinación con el apoyo de protección civil de mty y nl fueron fundamentales para controlar la situación el incendio afectó locales con material diverso,3,0,0,0,https://twitter.com/BomberosNL/status/1784965717382623641#m,"['https://pbs.twimg.com/media/GMV42mZXIAAu5wH.jpg', 'https://pbs.twimg.com/media/GMV42mbWQAAMD-5.jpg']",,,eléctrico,1.059892226010561,monterrey,[],[],[],['nl'],[]
@Victorpdlg981,Victor Pedraza,"Feb 9, 2024 · 11:22 PM UTC",bomberosnl no duerme nuevoleón monterrey bomberos incendio,16,2,0,0,https://twitter.com/Victorpdlg981/status/1756096249411801121#m,,['https://video.twimg.com/ext_tw_video/1756096153173553152/pu/pl/p-QdOsynR8Yw3fCm.m3u8?tag=12'],,eléctrico,-1.76743283867836,monterrey,[],[],[],['nuevoleón'],[]
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 17, 2023 · 1:10 AM UTC",estación n de bomberos nl atendiendo reporte de incendio en lote baldío regio parque industrial apodaca nl,16,6,0,0,https://twitter.com/saz2000/status/1691980740651540527#m,,['https://video.twimg.com/ext_tw_video/1691980703406096384/pu/pl/vu5W62lpiS-TWECx.m3u8?tag=12'],,eléctrico,-0.2842619568109512,apodaca,['lote baldío regio'],[],['parque industrial'],"['n', 'nl', 'nl']",[]
@911SanPedro,Rescate 911 San Pedro,"Jun 16, 2023 · 6:56 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio de un vehículo pesado sobre la av gómez morin surnte y av josé vasconcelos tráfico presente en la zona spgg pcsp,27,7,1,0,https://twitter.com/911SanPedro/status/1669781037994352645#m,,['https://video.twimg.com/ext_tw_video/1669781010202894353/pu/pl/8EQ6XIvplcYEBumv.m3u8?tag=12'],,eléctrico,-0.0380776077508926,sanpedrogarzagarcía,[],"['av gómez morin', 'av josé vasconcelos']",[],[],[]
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 12, 2023 · 7:51 PM UTC",buenas tardes bomberos nl estaciones y central en coordinación con sanpedro atendimos reporte de incendio en casahabitación en la colonia villa montaña spgg,22,5,1,1,https://twitter.com/saz2000/status/1668345388733169665#m,"['https://pbs.twimg.com/media/FycnOAsX0AA7t93.jpg', 'https://pbs.twimg.com/media/FycnOBkWYBAjFA7.jpg', 'https://pbs.twimg.com/media/FycnOAzWcAAi7Gm.jpg']",,,eléctrico,0.5461874753236771,sanpedrogarzagarcía,['colonia villa montaña'],[],[],['nl'],[]
@911SanPedro,Rescate 911 San Pedro,"Jun 12, 2023 · 7:02 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio al interior de un domicilio sobre la calle monte kilimanjaro y monte tolima no hay personas lesionadas bomberos ya se encuentran trabajando en el lugar spgg pcsp,23,4,2,0,https://twitter.com/911SanPedro/status/1668332851308400640#m,['https://pbs.twimg.com/media/Fycb4jBaMAMlKsw.jpg'],,,eléctrico,-0.579909935593605,sanpedrogarzagarcía,[],['calle monte kilimanjaro'],[],[],[]
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 9, 2023 · 9:45 PM UTC",buenas tardes elementos de la estación n de bomberos nl atendieron reporte de incendio conato en institución educativa tratándose de un corto circuito en el medidor colonia ébanos norte apodaca nl,23,8,1,0,https://twitter.com/saz2000/status/1667286798840766464#m,"['https://pbs.twimg.com/media/FyNkgXWaAAMHWO_.jpg', 'https://pbs.twimg.com/media/FyNkgXXaUAABZ0v.jpg', 'https://pbs.twimg.com/media/FyNkgXYagAEebBz.jpg']",,,eléctrico,-0.917628675699234,apodaca,['colonia ébanos norte'],[],[],"['n', 'nl', 'nl']",[]
@911SanPedro,Rescate 911 San Pedro,"Jun 3, 2023 · 9:20 PM UTC",hace unos momentos se atendió el junto a bomberosnl el reporte de un incendio de vehículo al interior de un domicilio sobre la calle sauces y sierra chica spgg pcsp,28,8,0,1,https://twitter.com/911SanPedro/status/1665106112134406144#m,['https://pbs.twimg.com/media/FxulIgoaAAAGEKz.jpg'],,,eléctrico,-0.7586043924093246,sanpedrogarzagarcía,[],['calle sauces'],['sierra chica'],[],[]
@Vitorr_elbomber,BOMBERO DE MTY NL.,"May 31, 2023 · 11:50 PM UTC",el día de hoy acudimos a un incendio de una casa en la col contry tesoro en mty nl seguimos a sus órdenes bombero luceroenriquez de bomberosnl saz cicmty,71,17,3,0,https://twitter.com/Vitorr_elbomber/status/1664056912420253699#m,['https://pbs.twimg.com/media/Fxfq8UxX0AAmJYR.jpg'],,,eléctrico,0.0185087621212005,monterrey,['col contry tesoro'],[],[],['nl'],[]
